refdate,demo_age,demo_gender,demo_marital_status,demo_schooling,demo_residence_time,demo_residence_kind,job_formal,job_retired,job_employment_time,job_kind,job_employment_experience,income_social_benefits,income_salary,debt_profile,debt_prev_history,debt_bureau_score,target
2015-08-10,54,0,2,4,122,1,0,0,51,4,1.0,0,1241.4,5,0,0.8767,0
2015-08-25,35,0,1,4,300,1,1,0,67,4,1.0,1,1551.75,4,0,0.9241,0
2015-08-18,20,1,1,4,233,1,0,0,17,4,1.0,0,3620.75,4,0,0.8162,0
2015-08-17,32,1,1,2,120,1,1,0,222,2,1.0,0,2505.114165,4,0,0.7644,0
2015-08-10,26,1,1,1,336,1,0,0,29,2,1.0,0,1862.1,2,0,0.748,0
2015-08-24,40,1,2,4,24,1,0,0,66,4,1.0,0,1862.1,4,0,0.8375,1
2015-08-29,34,0,1,4,38,2,1,0,78,2,1.0,0,1862.1,4,0,0.9281,0
2015-08-20,18,-1,1,5,228,1,0,0,0,4,0.0,0,1551.75,4,0,0.8501,1
2015-08-29,44,0,2,1,336,1,0,0,17,2,1.0,0,1551.75,2,0,0.9358,0
2015-08-15,26,1,2,4,66,1,1,0,0,2,0.0,0,1148.295,3,0,0.708,0
2015-08-14,37,1,2,4,25,1,1,0,28,2,1.0,0,1034.5,4,0,0.8847,0
2015-08-06,29,1,2,4,120,1,1,0,51,2,1.0,0,3103.5,4,0,0.8837,0
2015-08-22,21,-1,1,4,120,5,0,0,18,2,1.0,0,1603.475,4,0,0.8278,1
2015-08-25,54,0,1,4,388,1,1,0,39,2,1.0,0,1324.16,0,0,0.8503,0
2015-08-06,20,0,1,1,17,1,0,0,15,4,1.0,0,1551.75,5,0,0.8588,1
2015-08-26,25,0,1,4,36,1,0,0,50,4,1.0,0,1034.5,3,0,0.8734,0
2015-08-31,35,0,6,4,108,1,0,0,0,8,0.0,1,1013.81,3,0,0.8453,0
2015-08-23,30,0,1,4,2114,1,0,0,0,1,0.0,1,1862.1,3,0,0.8222,0
2015-08-27,19,-1,1,4,25,1,0,0,28,4,1.0,0,1551.75,-1,0,0.8376,0
2015-08-24,24,1,1,4,18,2,0,0,3,2,1.0,0,1448.3,5,0,,0
2015-08-07,69,1,2,2,120,1,0,1,459,1,1.0,0,2069.0,2,0,0.9582,0
2015-08-20,23,0,2,4,72,5,0,0,0,4,0.0,0,4138.0,4,0,0.8591,0
2015-08-19,43,1,2,2,120,1,0,0,162,4,1.0,0,1551.75,2,1,0.7637,1
2015-08-31,35,0,1,4,216,1,1,0,20,4,1.0,1,1551.75,0,0,0.8304,0
2015-08-28,47,-1,2,2,240,1,1,0,99,8,1.0,0,3000.05,4,0,0.9174,0
2015-08-10,63,0,2,4,480,1,0,0,29,1,1.0,0,986.913,4,0,0.8724,0
2015-08-17,49,0,6,2,36,1,0,0,42,4,1.0,0,5069.05,4,0,0.9429,0
2015-08-23,32,0,2,2,36,1,0,0,43,4,1.0,0,3103.5,5,0,0.909,0
2015-08-09,19,0,1,2,216,1,1,0,27,4,1.0,0,931.05,0,0,,1
2015-08-21,36,1,1,4,48,1,1,0,29,2,1.0,1,1965.55,0,0,0.8209,0
2015-08-11,45,1,2,2,96,1,1,0,235,5,1.0,0,2896.6,3,0,0.916,0
2015-08-18,19,1,1,4,240,1,0,0,5,2,1.0,0,1338.6429999999998,5,0,0.7674,0
2015-08-04,21,0,2,0,62,1,0,0,0,8,0.0,0,1344.85,5,0,0.8679,0
2015-08-18,17,-1,2,3,1,2,0,0,18,9,1.0,0,1551.75,-1,0,,0
2015-08-06,36,0,6,3,38,1,0,0,15,2,1.0,0,2172.45,5,0,0.7281,0
2015-08-10,27,0,2,4,120,1,0,0,30,4,1.0,0,2069.0,0,0,0.7775,1
2015-08-20,20,1,1,4,240,1,1,0,81,2,1.0,0,1241.4,5,0,0.8304,0
2015-08-18,67,0,4,1,13,1,0,1,0,8,0.0,0,6207.0,3,0,0.9684,0
2015-08-06,22,1,1,4,276,1,1,0,24,2,1.0,0,1965.55,3,0,0.8231,0
2015-08-12,31,0,1,4,101,1,0,0,42,2,1.0,1,1758.65,4,0,0.8452,0
2015-08-08,49,-1,2,2,601,1,0,0,0,2,0.0,0,3931.1,0,0,0.7190000000000001,0
2015-08-25,23,1,1,4,125,1,1,0,18,4,1.0,0,1551.75,3,0,0.8402,0
2015-08-06,41,1,2,0,120,1,1,0,0,4,0.0,0,1551.75,3,1,0.7443,1
2015-08-08,49,0,2,4,360,1,0,0,52,2,1.0,0,1655.2,0,0,0.8037,0
2015-08-27,63,1,2,4,221,1,1,0,77,2,1.0,0,2045.2065,2,0,0.9613,0
2015-08-22,30,1,2,1,12,1,1,0,0,2,0.0,0,3413.85,4,0,0.8299,0
2015-08-11,46,1,2,3,301,1,1,0,50,2,1.0,0,2275.9,2,1,0.8294,1
2015-08-11,30,0,2,4,122,1,0,0,0,4,0.0,1,1034.5,4,0,0.8844,0
2015-08-24,26,0,2,4,13,1,0,0,52,4,1.0,0,1034.5,5,0,0.7972,0
2015-08-11,28,0,6,3,96,1,0,0,101,4,1.0,0,1034.5,5,1,0.7344,0
2015-08-18,39,1,1,4,122,1,1,0,54,2,1.0,0,1044.845,4,0,0.8586,1
2015-08-04,44,1,1,4,62,2,0,0,18,3,1.0,0,1396.575,2,0,0.8442,0
2015-08-04,17,0,1,4,156,1,0,0,19,2,1.0,0,1448.3,0,0,0.8494,0
2015-08-31,42,0,2,4,205,1,1,0,29,2,1.0,0,1551.75,0,1,0.7092,1
2015-08-10,18,0,1,5,96,5,0,0,0,4,0.0,0,2069.0,5,0,0.7208,1
2015-08-20,47,1,2,2,48,1,0,0,341,4,1.0,0,5172.5,5,0,0.9484,0
2015-08-10,43,0,2,2,12,2,0,0,0,4,0.0,0,1241.4,3,1,0.7866,0
2015-08-19,24,1,2,4,279,1,1,0,63,2,1.0,0,1551.75,4,0,0.7753,0
2015-08-21,49,0,1,4,12,1,1,0,0,2,0.0,0,1241.4,2,0,0.9558,1
2015-08-06,33,1,1,4,240,1,1,0,4,2,1.0,0,3103.5,2,0,0.8471,1
2015-08-17,43,1,6,1,21,2,1,0,187,8,1.0,0,9310.5,3,0,0.9368,0
2015-08-21,32,0,2,4,24,1,1,0,2,2,1.0,0,1241.4,0,1,0.7523,0
2015-08-17,19,1,1,4,143,1,0,0,15,2,1.0,0,1137.95,0,0,0.8398,1
2015-08-27,37,1,1,4,36,1,1,0,4,2,1.0,0,2069.0,3,0,0.7774,0
2015-08-29,59,0,1,4,24,2,0,1,0,8,0.0,1,1034.5,2,0,0.9121,1
2015-08-24,24,0,1,0,240,1,0,0,18,2,1.0,0,1241.4,5,0,0.8019,0
2015-08-31,19,0,1,2,216,1,0,0,0,4,0.0,0,1024.155,0,0,,1
2015-08-04,46,1,6,0,60,1,1,0,0,4,0.0,0,3103.5,2,0,0.9603,0
2015-08-15,47,0,2,4,96,1,0,0,0,4,0.0,1,1034.5,2,0,0.9227,0
2015-08-24,46,1,2,0,201,1,0,0,159,7,1.0,0,3103.5,5,0,0.9137,0
2015-08-16,35,1,5,0,96,1,0,0,120,4,1.0,0,4138.0,4,0,0.9562,0
2015-08-06,35,0,2,4,228,1,1,0,84,8,1.0,0,2275.9,0,1,0.8014,0
2015-08-05,21,1,1,4,24,1,0,0,5,4,1.0,0,1189.675,5,0,0.8085,1
2015-08-18,28,0,2,4,24,1,0,0,31,2,1.0,0,1241.4,2,0,0.7166,0
2015-08-26,35,1,2,3,406,1,1,0,47,2,1.0,0,1168.67465,0,0,0.6245,1
2015-08-15,51,0,1,1,120,1,0,0,35,5,1.0,0,1034.5,0,1,0.8140000000000001,1
2015-08-19,32,0,1,4,300,1,1,0,38,2,1.0,1,1551.75,4,0,0.9189,0
2015-08-18,34,1,2,4,362,1,1,0,18,2,1.0,0,2793.15,0,0,0.8017,0
2015-08-20,64,0,1,2,144,1,0,1,111,1,1.0,1,986.913,4,0,0.9466,0
2015-08-31,27,0,1,2,17,1,1,0,26,2,1.0,0,1344.85,4,0,0.9044,0
2015-08-11,34,0,2,5,96,1,1,0,28,2,1.0,0,2586.25,4,0,0.9545,0
2015-08-06,32,0,1,2,38,1,0,0,18,4,1.0,1,2069.0,4,0,0.8637,1
2015-08-11,38,0,2,3,468,1,0,0,1,2,1.0,1,1365.54,0,0,0.8452,0
2015-08-12,37,1,1,4,425,1,0,0,6,2,1.0,0,2689.7,5,0,0.8446,0
2015-08-15,44,1,2,4,242,1,1,0,293,8,1.0,0,4965.599999999999,4,0,0.8876,0
2015-08-11,32,1,2,4,228,1,1,0,24,2,1.0,0,1862.1,2,0,0.8569,0
2015-08-17,22,0,1,1,240,1,0,0,30,2,1.0,0,2069.0,2,0,0.8590000000000001,1
2015-08-18,17,1,2,3,12,1,1,0,2,2,1.0,0,1137.95,0,0,0.7987,1
2015-08-31,24,0,6,4,7,4,0,0,7,4,1.0,0,1551.75,4,1,0.8734,0
2015-08-16,31,1,1,4,36,1,0,0,30,2,1.0,0,2896.6,2,0,0.8985,0
2015-08-17,39,1,1,2,24,1,1,0,88,2,1.0,0,1551.75,0,0,0.8738,0
2015-08-07,54,0,1,0,72,2,1,0,66,2,1.0,1,1448.3,2,0,0.9065,0
2015-08-19,31,0,2,4,36,1,1,0,0,2,0.0,0,2069.0,2,1,0.6165,1
2015-08-11,22,0,1,4,25,1,0,0,40,4,1.0,0,1034.5,4,0,0.8117,0
2015-08-07,25,1,1,4,12,2,1,0,17,2,1.0,0,1551.75,2,0,0.8215,0
2015-08-14,37,1,2,4,132,1,1,0,13,4,1.0,0,2069.0,4,1,0.8583,0
2015-08-16,73,0,2,0,337,1,0,1,0,1,0.0,0,1034.5,4,1,0.884,0
2015-08-11,33,0,2,4,121,1,1,0,6,2,1.0,0,1862.1,5,0,0.9062,0
2015-08-03,43,-1,1,4,62,1,0,0,0,4,0.0,1,1448.3,5,0,0.8403,0
2015-08-10,54,0,1,2,14,2,0,0,12,2,1.0,1,1137.95,4,0,0.7324,1
2015-08-30,29,1,1,4,12,2,1,0,54,2,1.0,0,1448.3,3,0,0.7557,0
2015-08-11,73,0,5,4,144,1,0,0,171,1,1.0,0,1303.47,3,0,0.8334,0
2015-08-24,18,0,1,1,120,2,0,0,0,4,0.0,0,1241.4,2,0,0.8494,0
2015-08-31,38,0,2,4,85,1,1,0,81,2,1.0,1,1448.3,4,0,0.8679,0
2015-08-14,56,0,2,4,126,1,0,0,54,4,1.0,0,1655.2,2,0,0.8849,0
2015-08-21,39,0,2,4,120,1,0,0,0,2,0.0,0,2069.0,3,0,0.7803,1
2015-08-23,64,0,2,4,132,1,0,0,102,4,1.0,0,2586.25,3,0,0.8921,0
2015-08-31,53,1,1,2,13,1,1,0,43,2,1.0,0,1758.65,2,0,0.9098,0
2015-08-11,53,1,6,1,143,1,1,0,187,8,1.0,0,3103.5,2,0,0.9657,0
2015-08-11,39,0,1,1,264,1,0,0,6,8,1.0,0,1241.4,0,1,0.815,0
2015-08-10,49,0,1,4,250,1,0,0,0,4,0.0,1,1034.5,0,0,0.8511,0
2015-08-13,19,0,1,4,61,2,0,0,0,4,0.0,0,1034.5,-1,0,0.7763,0
2015-08-06,26,0,6,5,300,1,0,0,0,4,0.0,0,1013.81,4,0,0.8546,0
2015-08-07,21,1,2,4,2,1,1,0,37,2,1.0,0,1551.75,2,0,0.8356,0
2015-08-10,41,0,2,4,228,1,0,0,108,2,1.0,1,1551.75,5,1,0.8146,0
2015-08-11,25,1,1,1,6,1,0,0,63,2,1.0,0,1727.615,4,0,0.9182,0
2015-08-08,34,0,1,4,54,1,1,0,43,4,1.0,0,1241.4,2,0,0.8241,0
2015-08-18,32,0,1,4,181,1,1,0,66,2,1.0,0,1551.75,3,1,0.743,1
2015-08-06,28,0,2,5,120,1,0,0,7,2,1.0,0,1758.65,5,0,0.873,0
2015-08-10,21,0,2,4,12,2,0,0,13,4,1.0,0,2069.0,5,0,0.6839,0
2015-08-11,33,1,6,3,96,1,0,0,6,2,1.0,0,1250.7105,3,0,0.8434,0
2015-08-08,19,1,1,4,120,1,0,0,0,4,0.0,0,1034.5,-1,0,,0
2015-08-22,39,0,2,4,207,1,0,0,207,4,1.0,0,1551.75,5,0,0.9424,0
2015-08-29,55,0,5,2,123,1,1,0,0,8,0.0,0,5172.5,5,0,0.9633,0
2015-08-17,33,1,2,4,360,1,0,0,65,4,1.0,0,3103.5,3,0,0.9041,0
2015-08-29,20,-1,1,4,245,1,0,0,42,4,1.0,0,1137.95,5,0,0.8884,0
2015-08-20,20,0,6,4,144,1,0,0,14,4,1.0,0,1241.4,5,0,0.8061,0
2015-08-20,31,0,1,4,120,1,0,0,102,4,1.0,0,2069.0,5,0,0.8131,0
2015-08-20,34,0,2,5,252,1,0,0,102,4,1.0,0,2586.25,4,0,0.8818,0
2015-08-17,31,1,2,2,12,1,0,0,29,1,1.0,0,1018.9825,2,0,0.8675,0
2015-08-11,29,1,6,4,24,1,1,0,5,2,1.0,0,2586.25,3,0,0.763,0
2015-08-08,35,0,2,2,206,1,0,0,30,7,1.0,0,1603.475,2,0,0.9648,0
2015-08-13,49,1,1,4,240,1,0,0,209,4,1.0,0,1241.4,4,0,0.8547,0
2015-08-16,71,0,1,4,121,1,0,1,0,1,0.0,0,2275.9,3,0,0.9422,0
2015-08-07,44,0,2,1,29,1,0,0,30,5,1.0,0,3931.1,0,0,0.5919,0
2015-08-19,20,0,2,4,12,1,1,0,1,2,1.0,0,1551.75,4,0,0.7624,0
2015-08-11,41,0,1,1,120,1,1,0,39,4,1.0,0,2069.0,0,0,0.8216,0
2015-08-25,30,1,2,1,336,1,0,0,43,4,1.0,0,1551.75,5,0,0.7909,0
2015-08-03,29,0,2,4,238,1,0,0,0,4,0.0,0,1551.75,4,1,0.8432,0
2015-08-07,43,0,1,4,120,1,1,0,63,4,1.0,0,2069.0,0,1,0.8477,0
2015-08-29,23,1,6,4,72,2,1,0,8,2,1.0,0,1655.2,4,0,0.8264,0
2015-08-20,24,1,1,4,130,1,1,0,50,2,1.0,0,1241.4,5,0,0.8267,0
2015-08-10,24,0,2,4,60,1,1,0,37,2,1.0,0,1551.75,4,0,0.6336,1
2015-08-29,40,0,1,1,12,2,0,0,372,1,1.0,0,5172.5,3,0,0.9822,0
2015-08-03,33,0,1,4,60,1,0,0,18,2,1.0,1,1344.85,2,0,0.9369,0
2015-08-27,52,0,2,2,24,1,0,0,66,4,1.0,0,1241.4,2,0,0.8974,0
2015-08-17,47,1,6,4,48,1,1,0,198,2,1.0,0,986.913,5,0,0.8972,1
2015-08-18,31,0,2,4,17,2,1,0,3,2,1.0,0,1241.4,5,0,0.7549,0
2015-08-28,26,0,1,0,60,2,0,0,0,4,0.0,0,1551.75,4,0,0.7807,1
2015-08-18,29,0,2,1,96,1,1,0,45,2,1.0,0,1043.8105,4,0,0.8784,0
2015-08-11,42,0,2,4,444,1,0,0,0,4,0.0,1,1655.2,5,0,0.7972,0
2015-08-28,46,1,1,4,360,1,0,0,0,4,0.0,0,5172.5,4,0,0.8822,0
2015-08-11,41,0,6,4,120,1,0,0,102,4,1.0,0,2069.0,5,0,0.8719,0
2015-08-18,41,0,2,4,185,1,0,0,0,4,0.0,0,2069.0,4,1,0.8003,1
2015-08-17,43,0,2,1,480,1,0,0,41,4,1.0,0,2586.25,5,0,0.8742,0
2015-08-11,23,0,1,4,126,1,0,0,6,2,1.0,0,2069.0,5,0,0.8891,0
2015-08-27,57,1,2,0,60,1,0,1,0,1,0.0,0,1965.55,3,0,0.9092,1
2015-08-23,78,1,2,2,48,1,0,1,0,1,0.0,0,1034.5,3,1,0.7577,0
2015-08-09,38,0,2,1,36,1,1,0,99,2,1.0,0,4034.55,5,0,0.968,0
2015-08-08,28,0,5,1,96,1,1,0,116,2,1.0,0,2069.0,3,0,0.8226,0
2015-08-26,41,0,2,4,24,2,0,0,66,4,1.0,1,1241.4,3,0,0.8841,0
2015-08-22,49,0,2,1,120,1,1,0,162,8,1.0,0,4138.0,2,0,0.9832,0
2015-08-11,26,0,1,1,84,1,0,0,6,2,1.0,0,2586.25,2,0,0.8307,0
2015-08-08,25,1,1,4,182,1,0,0,30,2,1.0,0,1551.75,2,0,0.812,0
2015-08-06,55,0,2,1,430,1,1,1,138,2,1.0,0,2069.0,2,0,0.9481,0
2015-08-30,65,1,2,4,121,1,0,0,408,2,1.0,0,4138.0,0,0,0.8293,1
2015-08-11,48,1,1,2,240,1,0,0,182,4,1.0,1,2069.0,3,1,0.8252,0
2015-08-11,29,1,2,0,18,2,1,0,5,2,1.0,0,1820.72,3,0,0.7612,0
2015-08-25,43,0,1,2,242,1,1,0,66,2,1.0,1,1137.95,5,0,0.867,0
2015-08-04,20,1,1,4,180,1,0,0,29,2,1.0,0,1034.5,-1,0,0.8329,0
2015-08-11,48,0,2,4,132,1,0,0,65,4,1.0,0,1448.3,5,0,0.8818,0
2015-08-11,34,1,1,3,36,2,1,0,1,2,1.0,0,1837.41683,0,0,0.8320000000000001,0
2015-08-20,23,0,2,4,60,1,0,0,52,4,1.0,0,1655.2,4,0,0.8824,0
2015-08-01,27,1,1,3,242,1,0,0,0,4,0.0,0,1862.1,-1,0,0.9229,0
2015-08-30,23,0,1,5,52,1,0,0,17,4,1.0,0,1241.4,3,0,0.8501,0
2015-08-30,25,1,1,4,312,1,1,0,66,2,1.0,0,3103.5,2,0,0.8166,0
2015-08-27,25,0,1,5,60,1,1,0,14,2,1.0,0,2069.0,5,1,0.7752,0
2015-08-22,40,-1,1,4,74,1,1,0,29,4,1.0,0,1551.75,0,0,0.8181,0
2015-08-09,34,0,2,1,62,1,1,0,63,2,1.0,0,2069.0,2,0,0.8502,0
2015-08-11,46,1,2,4,18,2,1,0,16,2,1.0,0,7241.5,0,1,0.7465,0
2015-08-20,21,0,1,0,12,2,0,0,0,1,0.0,0,1241.4,5,0,0.8054,0
2015-08-21,60,0,4,4,312,1,0,1,70,1,1.0,0,1034.5,2,0,0.9678,0
2015-08-18,19,1,1,4,216,5,0,0,30,4,1.0,0,1448.3,0,0,0.8215,0
2015-08-11,39,1,6,4,192,1,1,0,45,2,1.0,0,4138.0,4,0,0.9671,0
2015-08-20,20,1,1,4,180,1,1,0,53,4,1.0,0,2069.0,2,0,0.7944,1
2015-08-11,41,-1,2,4,66,1,0,0,0,4,0.0,0,3103.5,4,0,0.9122,0
2015-08-17,22,1,1,4,27,2,0,0,0,4,0.0,0,1551.75,2,0,0.8364,0
2015-08-26,50,1,1,4,12,1,1,0,0,4,0.0,0,2586.25,0,0,0.8286,0
2015-08-13,20,1,2,4,24,2,0,0,5,2,1.0,0,1034.5,4,0,,0
2015-08-17,20,1,1,5,17,2,0,0,0,9,0.0,0,3103.5,2,0,0.8477,0
2015-08-20,31,0,6,4,192,1,0,0,0,4,0.0,0,986.913,5,0,0.8371,0
2015-08-16,43,0,2,1,204,1,1,0,169,2,1.0,0,1655.2,3,1,0.7851,0
2015-08-06,21,1,1,5,12,2,0,0,42,3,1.0,0,1013.81,5,0,0.7753,1
2015-08-14,41,0,1,1,120,1,1,0,0,4,0.0,1,2069.0,5,0,0.9303,0
2015-08-17,35,-1,5,4,37,1,0,0,12,2,1.0,0,2586.25,0,0,0.5282,0
2015-08-22,41,1,5,2,60,1,1,0,0,5,0.0,0,2069.0,2,0,0.9628,0
2015-08-13,52,0,2,4,243,1,1,1,90,2,1.0,0,1250.31739,4,1,0.7279,0
2015-08-30,28,0,2,4,62,1,1,0,66,5,1.0,0,1551.75,4,1,0.7302,0
2015-08-13,19,0,1,5,12,1,1,0,0,4,0.0,0,1551.75,5,0,0.7717,0
2015-08-14,31,1,1,3,384,1,1,0,37,2,1.0,0,1137.95,0,0,0.809,0
2015-08-10,18,-1,1,4,228,1,0,0,6,8,1.0,0,1241.4,-1,0,0.8237,1
2015-08-08,60,0,1,2,90,1,0,0,114,4,1.0,1,986.913,4,0,0.9337,0
2015-08-27,39,1,1,3,360,1,0,0,14,2,1.0,0,1655.2,5,0,0.7893,0
2015-08-20,26,0,1,4,216,1,0,0,0,4,0.0,0,1034.5,4,0,0.868,1
2015-08-23,68,0,1,4,204,1,0,0,43,1,1.0,0,2069.0,2,0,0.8996,0
2015-08-31,30,0,1,4,12,2,1,0,6,7,1.0,0,4655.25,4,0,0.8061,0
2015-08-04,29,1,1,1,120,1,0,0,10,4,1.0,0,1986.24,4,0,0.9434,1
2015-08-13,61,1,1,2,240,1,1,1,0,1,0.0,0,1862.1,2,0,0.8542,0
2015-08-21,41,0,2,4,300,1,0,0,0,4,0.0,0,1862.1,3,0,0.8511,0
2015-08-14,38,1,2,4,128,1,1,0,11,2,1.0,0,1758.65,4,0,0.9409,0
2015-08-06,17,0,1,4,24,1,1,0,0,4,0.0,0,2069.0,0,0,0.645,0
2015-08-08,31,0,2,2,13,2,0,0,16,2,1.0,0,3103.5,3,0,0.838,0
2015-08-23,52,0,2,2,12,2,1,0,306,8,1.0,0,3227.64,3,1,0.9092,0
2015-08-23,51,1,2,4,60,1,1,0,102,7,1.0,0,4138.0,4,0,0.85,0
2015-08-04,17,1,1,4,228,1,1,0,0,4,0.0,0,1034.5,0,0,0.794,0
2015-08-24,22,0,1,4,30,1,1,0,42,2,1.0,0,1551.75,3,0,0.7569,0
2015-08-15,34,0,2,0,27,1,0,0,39,4,1.0,0,1551.75,0,0,0.7735,0
2015-08-20,33,0,2,4,84,1,1,0,60,2,1.0,0,1551.75,3,1,0.7301,0
2015-08-24,35,1,1,1,101,1,1,0,13,2,1.0,0,5172.5,4,1,0.8167,0
2015-08-24,52,0,2,2,240,1,0,0,0,4,0.0,0,990.0165,5,0,0.8821,0
2015-08-09,23,0,1,0,12,2,1,0,5,2,1.0,0,1034.5,3,0,0.8440000000000001,0
2015-08-25,56,1,5,4,480,1,1,0,0,1,0.0,0,2793.15,3,0,0.9345,0
2015-08-31,43,0,1,2,96,2,1,0,0,8,0.0,0,4344.9,3,0,0.8458,0
2015-08-16,28,0,2,3,36,2,1,0,17,4,1.0,0,1241.4,4,0,0.8292,0
2015-08-20,21,0,1,4,30,1,0,0,14,4,1.0,0,1241.4,4,0,0.8367,0
2015-08-20,27,0,5,4,12,1,1,0,14,2,1.0,1,1241.4,5,0,0.6192,1
2015-08-21,42,0,3,3,28,2,0,1,89,1,1.0,1,1034.5,2,0,0.9126,0
2015-08-08,44,0,1,2,60,1,1,0,0,2,0.0,0,1095.5355,4,0,0.8354,0
2015-08-28,20,1,1,4,60,2,0,0,0,4,0.0,0,2069.0,2,0,,1
2015-08-31,51,1,1,4,121,1,0,0,0,7,0.0,0,2586.25,0,0,0.8472,0
2015-08-19,20,1,1,4,120,1,0,0,12,8,1.0,0,2379.35,4,0,0.8328,1
2015-08-18,29,1,2,3,12,2,1,0,0,2,0.0,0,1448.3,3,0,0.6471,0
2015-08-15,37,0,1,3,12,1,1,0,30,4,1.0,0,1344.85,2,0,0.7987,0
2015-08-18,51,1,2,4,12,1,0,0,222,4,1.0,0,3103.5,5,0,0.9044,0
2015-08-04,21,0,6,4,18,1,1,0,15,2,1.0,0,1034.5,2,0,0.8,0
2015-08-03,35,0,2,5,408,1,0,0,16,8,1.0,0,1479.335,4,0,0.6727,1
2015-08-20,30,0,2,3,132,1,0,0,54,4,1.0,1,1655.2,4,0,0.8176,0
2015-08-16,31,1,2,4,96,1,1,0,76,2,1.0,0,1913.825,0,0,0.8784,0
2015-08-09,31,0,2,1,72,1,1,0,7,7,1.0,0,2275.9,3,0,0.8552,0
2015-08-11,20,1,1,0,65,1,1,0,39,2,1.0,0,2379.35,5,0,0.802,0
2015-08-22,31,-1,2,2,61,1,0,0,26,4,1.0,1,2069.0,2,0,0.8994,0
2015-08-24,47,1,2,1,360,2,1,0,0,8,0.0,0,5793.2,0,1,0.809,0
2015-08-31,59,0,1,2,120,1,0,0,222,1,1.0,0,982.775,4,0,0.8595,0
2015-08-06,26,0,2,4,120,1,0,0,0,4,0.0,0,1241.4,4,0,0.9036,0
2015-08-31,26,0,1,4,74,1,1,0,4,2,1.0,0,2069.0,5,0,0.8223,0
2015-08-30,30,0,1,1,12,2,1,0,12,5,1.0,0,5799.406999999999,5,0,0.6825,1
2015-08-28,52,0,6,4,249,1,1,0,0,4,0.0,0,1293.125,2,0,0.9558,0
2015-08-12,46,0,1,4,60,1,1,0,39,2,1.0,0,1551.75,2,0,0.9519,0
2015-08-22,21,1,1,4,24,1,1,0,30,4,1.0,0,1241.4,5,0,0.8590000000000001,0
2015-08-13,28,1,1,4,62,1,0,0,1,2,1.0,0,1489.68,5,0,0.8851,1
2015-08-24,67,1,2,1,173,1,1,0,386,8,1.0,0,28966.0,3,0,0.8892,0
2015-08-29,29,0,1,4,24,5,1,0,35,2,1.0,0,1154.502,4,0,0.5286,0
2015-08-03,60,1,1,2,120,1,0,0,223,1,1.0,0,1862.1,2,1,0.7716,0
2015-08-14,31,0,2,5,12,2,0,0,6,2,1.0,1,1344.85,3,0,0.9391,0
2015-08-09,29,1,1,4,36,1,1,0,41,2,1.0,0,1593.13,4,0,0.8708,0
2015-08-23,51,1,2,1,432,1,1,0,176,2,1.0,0,3517.3,0,1,0.6635,0
2015-08-17,28,1,2,4,300,1,1,0,48,4,1.0,0,2069.0,2,1,0.6778,1
2015-08-29,29,0,6,1,180,1,1,0,12,2,1.0,0,1137.95,4,0,0.8425,0
2015-08-09,30,1,1,4,132,1,1,0,53,2,1.0,0,1344.85,4,0,0.8659,1
2015-08-18,48,0,1,2,324,1,0,0,7,4,1.0,0,1344.85,5,0,0.9153,0
2015-08-06,33,0,2,2,361,1,1,0,0,4,0.0,0,1551.75,4,0,0.866,0
2015-08-25,35,0,5,4,240,1,0,0,113,2,1.0,0,1241.4,5,1,0.7998,0
2015-08-08,42,0,1,3,228,1,1,0,0,4,0.0,1,2069.0,4,0,0.8984,0
2015-08-17,30,1,2,2,12,2,1,0,0,4,0.0,0,2586.25,3,0,0.8669,0
2015-08-15,51,0,2,3,180,1,0,0,122,4,1.0,0,1241.4,2,0,0.9616,0
2015-08-26,39,0,3,4,396,1,0,0,3,7,1.0,0,1137.95,3,0,0.8857,1
2015-08-23,25,1,2,2,16,1,0,0,18,2,1.0,0,1551.75,4,0,0.8151,1
2015-08-25,54,1,2,3,181,1,0,0,0,4,0.0,0,3103.5,2,0,0.9825,0
2015-08-28,45,0,1,2,20,2,0,0,30,2,1.0,0,1034.5,5,0,0.8007,1
2015-08-11,28,0,1,4,249,1,0,0,0,4,0.0,0,1655.2,4,0,0.8908,0
2015-08-17,45,0,2,2,96,4,0,0,0,2,0.0,1,2586.25,5,0,0.8438,0
2015-08-15,34,0,2,4,41,1,0,0,21,2,1.0,0,1480.3695,5,1,0.6859,0
2015-08-04,25,0,1,3,20,1,0,0,0,4,0.0,0,1034.5,5,0,0.8322,1
2015-08-12,40,1,1,4,161,1,1,0,114,2,1.0,0,2172.45,0,1,0.7802,0
2015-08-25,36,1,1,2,3,2,0,0,15,2,1.0,0,2482.8,4,0,0.8897,0
2015-08-06,45,1,2,1,156,1,0,0,63,4,1.0,0,1344.85,0,0,0.9227,0
2015-08-22,46,1,1,4,120,1,1,0,79,2,1.0,0,3103.5,0,1,0.7925,0
2015-08-23,21,0,6,4,36,2,0,0,63,2,1.0,0,1241.4,4,0,0.7888,1
2015-08-16,31,0,2,4,312,1,0,0,138,2,1.0,0,1551.75,2,0,0.9261,0
2015-08-20,41,1,2,4,192,1,1,0,0,4,0.0,0,5172.5,5,1,0.8223,0
2015-08-06,66,0,1,1,185,1,0,0,222,1,1.0,0,1293.125,5,0,0.9607,0
2015-08-07,37,0,6,3,66,1,0,0,77,4,1.0,1,986.913,4,1,0.8034,0
2015-08-13,69,0,2,3,588,1,0,0,79,2,1.0,0,990.0165,2,0,0.9412,0
